fen,cp
rnbqk2r/pp3ppp/5n2/2bp4/8/5N2/PPPN1PPP/R1BQKB1R w KQkq -,-24.0
r1bqkbnr/1p1p1ppp/p1n1p3/8/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 b kq -,-23.0
r2qk1nr/pp1nbppp/3pp3/2p5/4P3/5N2/PPPP1PPP/RNBQR1K1 w kq -,8.0
r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,60.0
r1bq1rk1/ppp1n1bp/3p1np1/3Pp3/2P1PpP1/2NN1P2/PP1BB2P/R2Q1RK1 b - g3,0.0
rn1qkb1r/pp2pppp/3p1n2/2p4b/4P3/2PB1N1P/PP1P1PP1/RNBQK2R w KQkq -,0.0
2r3k1/2r1pp2/3p2p1/pq4PR/1p1bP3/1B3P2/PPPQ4/1K1R4 w - -,100.0
rnb2rk1/pp3ppp/4pq2/2p5/3P4/3B1N2/PPP2PPP/R2QK2R w KQ -,0.0
rnbqkbnr/3ppppp/8/ppp5/PPPP4/8/4PPPP/RNBQKBNR b KQkq -,0.0
rn1qkb1r/pp2pppp/3p1n2/2p4b/4P3/2PB1N1P/PP1P1PP1/RNBQ1RK1 b kq -,-27.0
8/1b3ppk/p3p2p/1p1Q4/3Pp3/1P2B1b1/P6P/2R3K1 b - -,245.0
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,13.0
r1bqkbnr/3p1ppp/p1n1p3/1p6/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 w kq -,-16.0
rnbq1rk1/ppppbppp/5n2/8/4PQ2/5N2/PPPP1PPP/RNB1KB1R b KQ -,-12.0
rn1qkb1r/pp2pppp/2p2n2/8/4P1b1/5N2/PPPNBPPP/R1BQK2R b KQkq -,50.0
r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,95.0
r2qkb1r/pp2pppp/2np1n2/2p4b/4P3/2PB1N1P/PP1P1PP1/RNBQ1RK1 w kq -,-12.0
r1bqk2r/pp3ppp/2n2n2/1Bbp4/8/5N2/PPPN1PPP/R1BQK2R w KQkq -,-33.0
8/3k1r2/8/3K4/8/7Q/8/8 b - -,22.0
8/4r3/1K6/3k4/8/2Q5/8/8 w - -,4427.0
3k4/5r2/8/3K4/8/7Q/8/8 w - -,20.0
rn1qkb1r/pp3ppp/2p1pn2/8/4P1b1/5N2/PPPNBPPP/R1BQK2R w KQkq -,55.0
r2qk2r/pp1nbppp/3ppn2/2p5/4P3/3P1N2/PPP2PPP/RNBQR1K1 w kq -,0.0
rnb1kbnr/pppp1ppp/5q2/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq -,27.0
r2qkb1r/pp2pppp/2np1n2/2p4b/4P3/2P2N1P/PPBP1PP1/RNBQ1RK1 b kq -,-25.0
3k4/3r4/4Q3/3K4/8/8/8/8 w - -,35.0
k2b4/2nB4/1K6/4B3/8/8/8/8 w - -,3.0
8/8/b5k1/8/8/8/1K6/3R4 w - -,16.0
r1bqkb1r/pp3ppp/2n1pn2/8/2BP4/P1N2N2/1P3PPP/R1BQK2R b KQkq -,43.0
8/4r3/1K6/4k3/8/3Q4/8/8 w - -,28.0
5k2/8/8/8/8/r6P/5B2/6K1 w - -,18.0
5Qk1/3Prp1p/ppb1p1pq/2r5/8/PB2RN2/1P3PPP/3R2K1 b - -,365.0
rnb1kbnr/pppp1ppp/5q2/4p2Q/4P3/2N5/PPPP1PPP/R1B1KBNR b KQkq -,18.0
rnbqkbnr/8/8/pppppppp/PPPPPPPP/7R/8/RNBQKBN1 b Qkq -,-567.0
3k4/2r5/1K2Q3/8/8/8/8/8 b - -,6172.0
rn1qkb1r/pp3ppp/2p1pn2/8/4P1b1/2P2N2/PP1NBPPP/R1BQK2R b KQkq -,5.0
8/8/8/2k5/4K3/8/8/4Q3 w - -,6.0
8/4r3/2K5/8/5k2/3Q4/8/8 w - -,6124.0
r1bq1rk1/pp2ppbp/2n2np1/3P4/3N4/2N1BP2/PPPQ2PP/2KR1B1R b - -,71.0
rn1qk1nr/pbp1ppbp/1p1p2p1/8/2PPP3/3B1N2/PP3PPP/RNBQK2R w KQkq -,71.0
r1bqkbnr/pp3ppp/2n5/3pB3/3P4/2N5/PP2PPPP/R2QKBNR b KQkq -,37.0
r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/2N3PP/PPPPNPB1/R1BQ1RK1 w - -,35.0
r2qkbnr/ppp2ppp/2n1p3/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq -,39.0
3k4/3r4/K3Q3/8/8/8/8/8 w - -,27.0
r1bq1rk1/pp2ppbp/2n3p1/3n4/3N4/2N1BP2/PPPQ2PP/2KR1B1R w - -,70.0
2r3k1/2r1pp2/3p2P1/pq5p/1p1QP3/1B3P2/PPP5/1K1R4 b - -,65.0
8/8/2k5/8/4K3/4Q3/8/8 w - -,6.0
r2qkbnr/ppp2ppp/2n1p3/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R b KQkq -,13.0
rn1qkbnr/pp1Bpppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,22.0
r1bqkbnr/pp3ppp/8/3pn3/3P4/2N5/PP2PPPP/R2QKBNR w KQkq -,25.0
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R w KQkq -,18.0
r1bqkbnr/pp3ppp/8/3pP3/8/2N5/PP2PPPP/R2QKBNR b KQkq -,31.0
8/8/8/1k2K3/8/4Q3/8/8 w - -,5.0
r1bqkbnr/pp3ppp/8/4P3/3p4/2N5/PP2PPPP/R2QKBNR w KQkq -,27.0
r1b2rk1/p3pp1p/1qp3p1/3n4/3Q4/2N2P2/PPP3PP/2KR1B1R w - -,66.0
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1Q1RK1 b kq -,16.0
rnbqkbnr/ppp2ppp/3p4/4P3/5p2/2N2N2/PPPP2PP/R1BQKB1R w KQkq -,40.0
8/8/3K4/8/5k2/3Q4/8/4r3 w - -,15414.0
r1bqkb1r/pppp1ppp/2n5/8/2Bp4/2n2N2/PPP2PPP/R1BQ1RK1 w kq -,-79.0
7k/4b1pp/4q3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -,-828.0
r2qkbnr/pppb1ppp/3p4/1B6/3nP3/2N5/PPP2PPP/R1BQK2R w KQkq -,118.0
8/8/1k6/8/3K4/4Q3/8/8 w - -,5.0
r2qk2r/ppp2ppp/2nbpn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1Q1RK1 w kq -,16.0
r1bqkb1r/pppp1ppp/2n5/8/2Bp4/2P2N2/P1P2PPP/R1BQ1RK1 b kq -,-92.0
rn2kbnr/pp1qpppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq -,0.0
5b1k/6pp/4q3/ppp1P3/8/2PP4/PP4PP/6K1 w - -,-1175.0
r1b2rk1/p3pp1p/1qp3p1/3N4/3Q4/5P2/PPP3PP/2KR1B1R b - -,22.0
8/8/4Q3/1k6/3K4/8/8/8 w - -,4.0
rn2kbnr/pp1qpppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1K2R b KQkq -,3.0
8/8/3K4/8/5k2/4r3/3Q4/8 w - -,15414.0
r1bq1rk1/pp1nbppp/2p1pn2/2Pp4/3P1B2/2N1PN2/PP3PPP/R2QKB1R w KQ -,43.0
rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,79.0
r1bqkb1r/pppp1ppp/2n5/8/2B1n3/2p2N2/PPP2PPP/R1BQ1RK1 w kq -,-126.0
8/8/1k6/4Q3/3K4/8/8/8 w - -,5.0
rnbqkbnr/pp2pppp/3p4/2p5/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -,0.0
2r3k1/2r1pp2/3p2P1/p3q2p/1p1QP3/1B3P2/PPP5/1K1R4 w - -,431.0
r1bqkb1r/pppp1ppp/2n5/8/4n3/5N2/PPPPQPPP/RNB1KB1R b KQkq -,10.0
r2qk2r/ppp2ppp/2nbpn2/3p1b2/3P4/4PNB1/PPP1BPPP/RN1Q1RK1 b kq -,10.0
8/8/8/3K4/8/4rk2/3Q4/8 w - -,0.0
r1bqkbnr/pppp1ppp/2n5/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq -,59.0
rnbqkbnr/pp1p1ppp/2p5/4p3/Q1P5/6P1/PP1PPP1P/RNB1KBNR b KQkq -,-50.0
2rr2k1/1b3pp1/p4b1p/1p1P1P2/4p3/P1N5/1PP1BRPP/3R3K w - -,-122.0
rnbqkbnr/pp2pppp/3p4/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq -,1.0
1Q6/5kr1/2K5/8/8/8/8/8 w - -,22.0
r2qk2r/ppp2ppp/2n1pn2/3p1b2/3P4/4PNb1/PPP1BPPP/RN1Q1RK1 w kq -,34.0
rn1qkbnr/pp2pppp/3p4/2p5/4PPb1/5N2/PPPP2PP/RNBQKB1R w KQkq -,63.0
8/2Q3r1/2K3k1/8/8/8/8/8 w - -,25.0
r1bqkb1r/pppp1Bpp/2n5/8/4n3/2p2N2/PPP2PPP/R1BQ1RK1 b kq -,-118.0
rnbqkbnr/6pp/8/pppppp2/PPPPPPP1/8/7P/RNBQKBNR b KQkq -,-708.0
8/8/k7/2Q5/3K4/8/8/8 w - -,4.0
4k3/6r1/2K5/8/5Q2/8/8/8 w - -,21.0
rnbqkb1r/pp2pp1p/3p1np1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,0.0
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,32.0
5k2/5r2/3N4/p3P3/8/5K2/8/8 w - -,0.0
rnbqkbnr/pppp1ppp/8/4P3/5p2/2N5/PPPP2PP/R1BQKBNR w KQkq -,36.0
r1bq1b1r/pppp1kpp/2n5/8/4n3/2p2N2/PPP2PPP/R1BQ1RK1 w - -,-161.0
2rr2k1/1b3pp1/p6p/1p1P1P2/4N3/P7/1bP1BRPP/3R3K w - -,-161.0
rnbqkb1r/ppp1pppp/8/3n4/3P4/6P1/PPP2P1P/RNBQKBNR b KQkq -,31.0
rnbqkbnr/7p/8/ppppppp1/PPPPPPPP/8/8/RNBQKBNR b KQkq -,-218.0
8/KP6/8/2k5/8/8/8/8 b - -,10.0
1Q6/K7/8/8/3k4/8/8/8 b - -,9.0
r1bqkbnr/pp1p1ppp/2n5/2p5/2B1Pp2/2N5/PPPP2PP/R1BQK1NR w KQkq -,50.0
r2qkb1r/pppb1ppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq -,87.0
6k1/8/6K1/6P1/8/8/8/8 w - -,14.0
3N1rk1/1R1R1p1p/6p1/p7/8/1P3pP1/r2nP1KP/8 w - -,-633.0
4k3/4r3/1K3Q2/8/8/8/8/8 w - -,25.0
2kr3r/ppp2ppp/2n1bP2/2b1q1N1/2ppN1P1/8/PPP2P1P/R1BQR1K1 w - -,89.0
rnbqk2r/pp3pbp/2p2pp1/8/3P4/5N1P/PPP2PP1/R1BQKB1R w KQkq -,66.0
8/4rk2/1KQ5/8/8/8/8/8 w - -,31.0
2rr2k1/1b3pp1/p4b1p/1p1NpP2/4P3/P7/1PP1BRPP/3R3K b - -,-190.0
rnbq1rk1/ppp1ppbp/6p1/3n4/3P4/5NP1/PPP2PBP/RNBQK2R w KQ -,95.0
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,78.0
r4rk1/p3pp1p/2p1b1p1/q2n4/N2Q4/1P3P2/P1P3PP/2KR1B1R w - -,78.0
rnbqkb1r/pp2pppp/5n2/1B1P4/8/8/PP1P1PPP/RNBQK1NR b KQkq -,0.0
8/4rk2/2Q5/2K5/8/8/8/8 b - -,745.0
r1bqkbnr/pp1p1ppp/2n5/2p5/2B1Pp2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,0.0
rn2kb1r/pp2pppp/2p2n2/q7/3P4/2N2Q1P/PPP2PP1/R1B1KB1R w KQkq -,90.0
rnbqkbnr/p1p2ppp/4p3/1p6/P1pPP3/5N2/1P3PPP/RNBQKB1R b KQkq -,0.0
r2qk2r/pppbbppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 w kq -,53.0
rn2kb1r/pp2pppp/2p2n2/q7/3P4/2N2Q1P/PPPB1PP1/R3KB1R b KQkq -,135.0
rnbqk2r/pppp1ppp/5n2/2b1N3/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq -,222.0
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,20.0
8/8/4rk2/2KQ4/8/8/8/8 w - -,0.0
4rrk1/1b2bppp/2q5/p1P1p3/3pN3/5P2/PPB1Q1PP/2RR2K1 b - -,-146.0
rnbqkbnr/pp2pppp/2p5/3pP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,20.0
r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,37.0
8/4k3/4r3/3Q4/3K4/8/8/8 w - -,20000.0
r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq -,0.0
8/7p/3pbP1p/3k4/8/8/2B1P3/3K4 w - -,1649.0
r3kb1r/pp1npppp/2p2n2/q7/3P4/2N2Q1P/PPPB1PP1/R3KB1R w KQkq -,124.0
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPPP2/2NB4/PP4PP/R1BQK1NR b KQ -,0.0
r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,48.0
8/2k5/Q7/1K6/8/8/8/8 w - -,4.0
rnbq1rk1/pp2ppbp/3p1np1/2p5/2PPPP2/2NB4/PP4PP/R1BQK1NR w KQ -,0.0
r1b1kb1r/ppqp1ppp/2n1pn2/8/3NP3/2N1BQ2/PPP2PPP/R3KB1R b KQkq -,49.0
r2qkb1r/1pp2ppp/p1np1n2/4p3/B3P1b1/2N2N2/PPPP1PPP/R1BQ1RK1 w kq -,38.0
rnbqk2r/ppp2ppp/5n2/2bPN3/2B5/8/PPPP1PPP/RNBQK2R b KQkq -,287.0
rnbqk1nr/pppp1ppp/8/4p3/1b2P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,37.0
rn1qkbnr/pb1p1ppp/1p2p3/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq -,21.0
r2qkb1r/1pp2ppp/p1np1n2/4p3/B3P1b1/2N2N1P/PPPP1PP1/R1BQ1RK1 b kq -,14.0
r2qkb1r/1pp2ppp/p1np1n2/4p2b/B3P3/2N2N1P/PPPP1PP1/R1BQ1RK1 w kq -,43.0
R7/6N1/4P3/p2k3b/8/5K2/8/8 w - -,14.0
r1bqk2r/pp2bppp/2n1pn2/8/2BP4/P1N2N2/1P3PPP/R1BQK2R w KQkq -,57.0
r1b2rk1/p3pp1p/2p3p1/q2n4/N2Q4/1P3P2/P1P3PP/2KR1B1R b - -,68.0
r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1PP2/2NP4/PPP3PP/R1BQK1NR b KQkq -,-37.0
r1bqk1nr/pp2ppbp/2np2p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1BQK2R b KQkq -,-9.0
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq -,11.0
8/8/4k3/8/8/2Q1K3/8/5B2 w - -,5.0
rnbqkbnr/pp2pppp/8/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,24.0
r1bq1rk1/pp2bppp/2n1pn2/8/2BP4/P1N2N2/1P3PPP/R1BQ1RK1 w - -,48.0
r1bqk2r/pp2ppbp/2np1np1/2p5/2B1PP2/P1NP1N2/1PP3PP/R1BQK2R b KQkq -,-13.0
rnbqkb1r/pppppp1p/5np1/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq -,0.0
8/5b1p/3p3p/3k4/8/8/2B1P3/3K4 w - -,515.0
r2qk2r/ppp2ppp/2npbn2/2b1p3/4P3/2N3P1/PPPPNPBP/R1BQ1RK1 w kq -,38.0
8/8/4r3/8/3K1k2/8/6Q1/8 w - -,24.0
r2qkbnr/pb1p1ppp/1pn1p3/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq -,34.0
r1bqk2r/pppn1ppp/5n2/2bPN3/2B5/8/PPPP1PPP/RNBQK2R w KQkq -,193.0
rnbq1rk1/ppp2ppp/4pn2/3p4/3P4/3BPNP1/PPP2PP1/RN1QK2R b KQ -,21.0
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -,22.0
r1bqk2r/pppn1ppp/4pn2/3p4/2PP1B2/P1P5/4PPPP/R2QKBNR w KQkq -,57.0
r2qkb1r/pp1nnppp/4p3/2ppPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq -,13.0
rn1qk1nr/pp2ppbp/6p1/3pP3/3P2b1/2N2N2/PP3PPP/R1BQKB1R b KQkq -,0.0
r1bq1rk1/p3pp1p/2p3p1/3n4/3Q4/2N2P2/PPP3PP/2KR1B1R b - -,37.0
8/2kr4/5Q2/3K4/8/8/8/8 w - -,17.0
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b - -,13.0
r2qk2r/ppp2ppp/2npbn2/2b1p3/N3P3/6P1/PPPPNPBP/R1BQ1RK1 b kq -,13.0
8/7k/5K2/6P1/8/8/8/8 w - -,16.0
8/8/4r3/8/3K1k2/8/5Q2/8 b - -,20000.0
k7/5p2/8/p4q2/4b3/8/1P4B1/K5Q1 w - -,986.0
8/8/4r3/6k1/3K4/8/5Q2/8 w - -,24.0
r1bq1rk1/pp2bppp/2n1pn2/8/2BP4/P1N2N2/1P3PPP/R1BQR1K1 b - -,26.0
rnbqkb1r/ppp1pp1p/3p2p1/3nP3/3P1P2/8/PPP3PP/RNBQKBNR w KQkq -,90.0
7k/5K2/8/6P1/8/8/8/8 w - -,15.0
rnbqkb1r/ppp1pppp/8/3n4/2PP4/8/PP3PPP/RNBQKBNR b KQkq -,79.0
1k6/3r4/5Q2/2K5/8/8/8/8 w - -,16.0
rnb1k1nr/ppp2ppp/3p1q2/2b1p3/2B1P3/3P1NP1/PPP2P1P/RNBQK2R w KQkq -,36.0
rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq -,20.0
8/8/4rk2/8/3K4/6Q1/8/8 w - -,23.0
2r3k1/2r1pP2/3p4/p3q2p/1p1QP3/1B3P2/PPP5/1K1R4 b - -,439.0
r1bq1rk1/p3bppp/1pn1pn2/8/2BP4/P1N2N2/1P3PPP/R1BQR1K1 w - -,59.0
rnbqkb1r/ppp1pppp/1n6/8/2PP4/5N2/PP3PPP/RNBQKB1R b KQkq -,81.0
rn1qkbnr/ppp2ppp/3p4/4p3/4PPb1/5N2/PPPP2PP/RNBQKB1R w KQkq -,85.0
1k6/2r5/2K2Q2/8/8/8/8/8 w - -,15.0
8/1kr5/3K1Q2/8/8/8/8/8 w - -,14.0
8/5k2/6r1/3K4/7Q/8/8/8 w - -,22.0
8/1kr5/5Q2/3K4/8/8/8/8 b - -,6157.0
4rrk1/1b2b1pp/2q5/p1P1pp2/3pN3/5P2/PPB1Q1PP/2RR2K1 w - -,-47.0
rnbqkb1r/1p2pppp/p2p1n2/2p5/4P3/2PB1N2/PP1P1PPP/RNBQK2R w KQkq -,35.0
rnbqkb1r/pp3ppp/2p2n2/3p4/2PPp3/2N1P3/PP1BNPPP/R2QKB1R b KQkq -,0.0
8/1k1r4/5Q2/3K4/8/8/8/8 w - -,20.0
rnbk1b1r/ppp1q1pp/3p1n2/3BN3/3P4/8/PPP2PPP/RNBQK2R w KQ -,0.0
rn1qkbnr/ppp2ppp/3p4/4p3/3PPPb1/5N2/PPP3PP/RNBQKB1R b KQkq -,13.0
rnbqkbnr/ppp2ppp/8/4p3/3P1p2/2N2N2/PPP1Q1PP/R1B1KB1R b KQkq -,48.0
8/1kr5/5Q2/2K5/8/8/8/8 w - -,21.0
rnbqkb1r/ppp2pp1/3p1n1p/4p3/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq -,40.0
rnbqk2r/p1pp1ppp/1p2pn2/8/2PP4/2b1PN2/PP3PPP/R1BQKB1R w KQkq -,46.0
rnbqkb1r/p4ppp/2p1pn2/1p4B1/2pPP3/2N2N2/PP3PPP/R2QKB1R w KQkq -,46.0
Q2b2k1/3q2pp/4p3/ppp1P3/8/2PP4/PP4PP/5RK1 w - -,811.0
2k5/2r5/5Q2/1K6/8/8/8/8 w - -,20.0
2r5/2r1pP1k/3p4/p3q2p/1p1QP3/1B3P2/PPP5/1K1R4 w - -,432.0
r1bqkbnr/p2ppp1p/2p3p1/4P3/8/2N5/PPP2PPP/R1BQKB1R w KQkq -,140.0
2b5/7P/3k4/1p1p1pKp/1P1P4/8/5P2/8 b - -,12.0
rnbqk2r/pppp1pp1/4pn1p/8/1bPP4/2N2N2/PP1BPPPP/R2QKB1R b KQkq -,35.0
rnbq1rk1/pp2ppbp/3p1np1/2p3B1/2PPP3/2N2P2/PP4PP/R2QKBNR w KQ -,32.0
rnbqkbnr/pppp1p1p/8/8/4PppP/5N2/PPPP2P1/RNBQKB1R w KQkq -,-23.0
2k5/1r6/3Q4/1K6/8/8/8/8 w - -,0.0
3Q4/4rk1p/1p4p1/1Pp5/2P5/6P1/6KP/8 w - -,17.0
rnbqkbnr/pppp1p1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R b KQkq -,-18.0
2k5/2r5/3Q4/8/2K5/8/8/8 w - -,0.0
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq -,13.0
rnbqkb1r/ppppp1pp/5n2/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1.0
rn2kbnr/pp3ppp/2p1p3/q4b2/2BP4/2N5/PPPB1PPP/R2QK1NR w KQkq -,107.0
rnbqkb1r/pp3pp1/2p1pB1p/3p4/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,19.0
rnbqkb1r/pppp1p1p/5n2/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,-19.0
r2qkbnr/ppp2ppp/2n1p3/3p1b2/3P1B2/3BPN2/PPP2PPP/RN1QK2R b KQkq -,23.0
rnbqkb1r/p4pp1/2p1pn1p/1p2P1B1/2pP4/2N2N2/PP3PPP/R2QKB1R w KQkq -,73.0
rnbq1rk1/ppp1ppbp/6p1/3n4/3P4/5NP1/PP2PPBP/RNBQK2R w KQ -,49.0
8/8/8/2k5/8/3K4/8/3R4 w - -,10.0
rnbqkb1r/pppp1ppp/5n2/4p3/4P1P1/8/PPPP1P1P/RNBQKBNR w KQkq -,-63.0
rnbqkb1r/pppp1p1p/5n2/8/4PpNP/8/PPPP2P1/RNBQKB1R b KQkq -,-11.0
r2qkbnr/pppn1ppp/3p4/4p3/3PPPb1/5N2/PPP3PP/RNBQKB1R w KQkq -,89.0
7k/8/5KP1/8/8/8/8/8 w - -,0.0
8/8/8/1k6/3K4/8/8/3R4 w - -,9.0
rnb1kb1r/pp3pp1/2p1pq1p/3p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,12.0
r1bqk2r/ppp2ppp/2p5/2b5/4P3/3P3P/PPP1QnP1/RNB1KB1R w KQkq -,67.0
8/8/1k6/8/3K4/8/8/2R5 w - -,8.0
4K3/4P1k1/8/8/8/8/5R2/3r4 w - -,17.0
r3k2r/1pq2pp1/p2p1n1p/2B1p3/4P1b1/2N3P1/PPPQ1PBP/3R1RK1 b kq -,81.0
8/5k2/4r3/4K3/7Q/8/8/8 w - -,24.0
rnbqkbnr/pp2pppp/8/2pp4/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq -,4.0
rnbqkbnr/1p1ppppp/p7/2p5/P3P3/2N5/1PPP1PPP/R1BQKBNR b KQkq -,0.0
rnb1kb1r/pp3p2/2p1pqpp/3p4/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,11.0
r2qkbnr/ppp2ppp/2n1p3/3p4/3P1B2/3bPN2/PPP2PPP/RN1QK2R w KQkq -,40.0
8/8/8/1k1K4/8/8/8/2R5 w - -,7.0
r1bqkb1r/pppp1ppp/2n2n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq -,0.0
8/5k2/3r4/5K2/7Q/8/8/8 w - -,24.0
rnbqkb1r/pp1ppppp/5n2/2p5/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq -,-12.0
rn1qkbnr/pbpppppp/1p6/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,85.0
rnbqkb1r/pppp1p1p/8/8/4npNP/8/PPPP2P1/RNBQKB1R w KQkq -,-3.0
8/2k1r3/8/5Q2/2K5/8/8/8 b - -,19.0
rnbqk1nr/pppp1ppp/8/4p3/1b1PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,62.0
R7/P5k1/8/8/3K4/r1P5/8/8 b - -,19.0
rnb1k2r/pppp1ppp/5n2/8/1b1Pq3/2N1B3/PP3PPP/R2QKBNR w KQkq -,-32.0
r1bqk2r/pp2bppp/2n1pn2/3p4/3p4/1P2PN2/PBP1BPPP/RN1Q1RK1 w kq -,7.0
8/2kr4/8/5Q2/2K5/8/8/8 w - -,18.0
rnbqkbnr/pppp2pp/8/4pp2/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq -,13.0
rn1qkbnr/pp2pppp/2p5/3pP3/6b1/5N2/PPPP1PPP/RNBQKB1R w KQkq -,0.0
rnbqkb1r/pppp1p1p/8/8/4npNP/3P4/PPP3P1/RNBQKB1R b KQkq -,-23.0
8/2k1r3/8/2K2Q2/8/8/8/8 w - -,17.0
1R6/P5k1/8/8/3K4/2P5/8/3r4 w - -,12.0
rnbqk2r/pp1nppbp/2p3p1/3pP3/3P4/2N2N1P/PPP2PP1/R1BQKB1R w KQkq -,103.0
rnb1k2r/pppp1ppp/5n2/8/1b1Pq3/2N1BN2/PP3PPP/R2QKB1R b KQkq -,-40.0
r1bqkbnr/1p1ppppp/p1n5/2p5/P3P3/2N5/1PPP1PPP/R1BQKBNR w KQkq -,0.0
8/8/8/3K4/k7/8/8/1R6 w - -,6.0
4k3/7Q/3r4/5K2/8/8/8/8 w - -,21.0
rn2kbnr/ppq2ppp/2p1p3/5b2/2BP4/2N2N2/PPPB1PPP/R2QK2R w KQkq -,82.0
rnbqk2r/p1pp1pp1/1p2pn1p/6B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,0.0
R7/5p2/4k3/3NP3/8/8/8/6K1 w - -,15.0
r2qkbnr/ppp2ppp/2n1p3/3p4/3P1B2/3PPN2/PP3PPP/RN1QK2R b KQkq -,0.0
r1bqkbnr/1p1ppppp/p1n5/2p5/P3PP2/2N5/1PPP2PP/R1BQKBNR b KQkq -,-23.0
rnbqkb1r/pppp1p1p/8/8/5pNP/3P2n1/PPP3P1/RNBQKB1R w KQkq -,-18.0
8/4r3/3k4/1K3Q2/8/8/8/8 w - -,1367.0
